Flowpot	Plant	NaCl	SynCom	R401	Value																						
1	2	100 mM	MSC	WT	23.3																						
1	3	100 mM	MSC	WT	0																						
1	4	100 mM	MSC	WT	0																						
1	5	100 mM	MSC	WT	0																						
2	1	100 mM	MSC	WT	4.8																						
2	2	100 mM	MSC	WT	2.1																						
2	3	100 mM	MSC	WT	0.4																						
2	4	100 mM	MSC	WT	0																						
2	5	100 mM	MSC	WT	0																						
3	1	100 mM	MSC	WT	3.1																						
3	2	100 mM	MSC	WT	3.7																						
3	3	100 mM	MSC	WT	13.2																						
3	4	100 mM	MSC	WT	0																						
3	5	100 mM	MSC	WT	0																						
4	1	100 mM	MSC	WT	2.1																						
4	2	100 mM	MSC	WT	2.1																						
4	3	100 mM	MSC	WT	5.1																						
4	4	100 mM	MSC	WT	1.1																						
4	5	100 mM	MSC	WT	0																						
5	1	100 mM	MSC	WT	9.1																						
5	2	100 mM	MSC	WT	1.3																						
5	3	100 mM	MSC	WT	1.7																						
5	4	100 mM	MSC	WT	0																						
5	5	100 mM	MSC	WT	0																						
6	1	100 mM	MSC	WT	8.9																						
6	2	100 mM	MSC	WT	9.2																						
6	3	100 mM	MSC	WT	23.5																						
6	4	100 mM	MSC	WT	1.1																						
6	5	100 mM	MSC	WT	0																						
1	1	100 mM	MSC	dLP	10.6																						
1	2	100 mM	MSC	dLP	25.6																						
1	3	100 mM	MSC	dLP	14.6																						
1	4	100 mM	MSC	dLP	2.5																						
1	5	100 mM	MSC	dLP	0																						
2	1	100 mM	MSC	dLP	37.5																						
2	2	100 mM	MSC	dLP	21.9																						
2	3	100 mM	MSC	dLP	3.8																						
2	4	100 mM	MSC	dLP	34.4																						
2	5	100 mM	MSC	dLP	0																						
3	1	100 mM	MSC	dLP	10.5																						
3	2	100 mM	MSC	dLP	18.2																						
3	3	100 mM	MSC	dLP	33.5																						
3	4	100 mM	MSC	dLP	1.1																						
3	5	100 mM	MSC	dLP	0																						
4	1	100 mM	MSC	dLP	6.1																						
4	2	100 mM	MSC	dLP	7.4																						
4	3	100 mM	MSC	dLP	16.8																						
4	4	100 mM	MSC	dLP	3.1																						
4	5	100 mM	MSC	dLP	25.4																						
5	1	100 mM	MSC	dLP	7.5																						
5	2	100 mM	MSC	dLP	23.6																						
5	3	100 mM	MSC	dLP	2.3																						
5	4	100 mM	MSC	dLP	15.2																						
5	5	100 mM	MSC	dLP	16.1																						
6	1	100 mM	MSC	dLP	22.1																						
6	2	100 mM	MSC	dLP	12.6																						
6	3	100 mM	MSC	dLP	13.5																						
6	4	100 mM	MSC	dLP	40.7																						
6	5	100 mM	MSC	dLP	47.4																						
1	1	100 mM	MSC	dD4	1.4																						
1	2	100 mM	MSC	dD4	1.3																						
1	3	100 mM	MSC	dD4	11.2																						
1	4	100 mM	MSC	dD4	45.4																						
1	5	100 mM	MSC	dD4	0																						
2	1	100 mM	MSC	dD4	0.6																						
2	2	100 mM	MSC	dD4	1																						
2	3	100 mM	MSC	dD4	0.7																						
2	4	100 mM	MSC	dD4	0																						
2	5	100 mM	MSC	dD4	0																						
3	1	100 mM	MSC	dD4	0.7																						
3	2	100 mM	MSC	dD4	0.6																						
3	3	100 mM	MSC	dD4	2.1																						
3	4	100 mM	MSC	dD4	0																						
3	5	100 mM	MSC	dD4	0																						
4	1	100 mM	MSC	dD4	0.2																						
4	2	100 mM	MSC	dD4	2.7																						
4	3	100 mM	MSC	dD4	2.4																						
4	4	100 mM	MSC	dD4	9.3																						
4	5	100 mM	MSC	dD4	0																						
5	1	100 mM	MSC	dD4	2.9																						
5	2	100 mM	MSC	dD4	1.6																						
5	3	100 mM	MSC	dD4	0.6																						
5	4	100 mM	MSC	dD4	1.2																						
5	5	100 mM	MSC	dD4	57.1																						
6	1	100 mM	MSC	dD4	25.7																						
6	2	100 mM	MSC	dD4	32.8																						
6	3	100 mM	MSC	dD4	86.6																						
6	4	100 mM	MSC	dD4	0																						
6	5	100 mM	MSC	dD4	0																						
1	1	150 mM	no SC	HK	13.3																						
1	2	150 mM	no SC	HK	18.6																						
1	3	150 mM	no SC	HK	11.3																						
1	4	150 mM	no SC	HK	2																						
1	5	150 mM	no SC	HK	2.3																						
2	1	150 mM	no SC	HK	1																						
2	2	150 mM	no SC	HK	0.8																						
2	3	150 mM	no SC	HK	0.6																						
2	4	150 mM	no SC	HK	0.6																						
2	5	150 mM	no SC	HK	0																						
3	1	150 mM	no SC	HK	0.9																						
3	2	150 mM	no SC	HK	0.3																						
3	3	150 mM	no SC	HK	0																						
3	4	150 mM	no SC	HK	0																						
3	5	150 mM	no SC	HK	0																						
4	1	150 mM	no SC	HK	0.2																						
4	2	150 mM	no SC	HK	2.6																						
4	3	150 mM	no SC	HK	12.8																						
4	4	150 mM	no SC	HK	0																						
4	5	150 mM	no SC	HK	0																						
5	1	150 mM	no SC	HK	0.5																						
5	2	150 mM	no SC	HK	0.7																						
5	3	150 mM	no SC	HK	7.4																						
5	4	150 mM	no SC	HK	3.8																						
5	5	150 mM	no SC	HK	0																						
6	1	150 mM	no SC	HK	2.2																						
6	2	150 mM	no SC	HK	2.7																						
6	3	150 mM	no SC	HK	2.5																						
6	4	150 mM	no SC	HK	3.5																						
6	5	150 mM	no SC	HK	1.8																						
1	1	150 mM	no SC	WT	1.1																						
1	2	150 mM	no SC	WT	0.9																						
1	3	150 mM	no SC	WT	0.5																						
1	4	150 mM	no SC	WT	0.4																						
1	5	150 mM	no SC	WT	0																						
2	1	150 mM	no SC	WT	1.2																						
2	2	150 mM	no SC	WT	0																						
2	3	150 mM	no SC	WT	0																						
2	4	150 mM	no SC	WT	0																						
2	5	150 mM	no SC	WT	0																						
3	1	150 mM	no SC	WT	0.8																						
3	2	150 mM	no SC	WT	0.8																						
3	3	150 mM	no SC	WT	0.4																						
3	4	150 mM	no SC	WT	0																						
3	5	150 mM	no SC	WT	0																						
4	1	150 mM	no SC	WT	1.4																						
4	2	150 mM	no SC	WT	1.1																						
4	3	150 mM	no SC	WT	1.1																						
4	4	150 mM	no SC	WT	0																						
4	5	150 mM	no SC	WT	0																						
5	1	150 mM	no SC	WT	0.4																						
5	2	150 mM	no SC	WT	1.4																						
5	3	150 mM	no SC	WT	0																						
5	4	150 mM	no SC	WT	0																						
5	5	150 mM	no SC	WT	0																						
6	1	150 mM	no SC	WT	0.9																						
6	2	150 mM	no SC	WT	0.5																						
6	3	150 mM	no SC	WT	0.5																						
6	4	150 mM	no SC	WT	0																						
6	5	150 mM	no SC	WT	0																						
1	1	150 mM	no SC	dLP	7.7																						
1	2	150 mM	no SC	dLP	7																						
1	3	150 mM	no SC	dLP	0																						
1	4	150 mM	no SC	dLP	0																						
1	5	150 mM	no SC	dLP	0																						
2	1	150 mM	no SC	dLP	14.7																						
2	2	150 mM	no SC	dLP	19.2																						
2	3	150 mM	no SC	dLP	12.4																						
2	4	150 mM	no SC	dLP	6.9																						
2	5	150 mM	no SC	dLP	0																						
3	1	150 mM	no SC	dLP	2.8																						
3	2	150 mM	no SC	dLP	1.1																						
3	3	150 mM	no SC	dLP	0.6																						
3	4	150 mM	no SC	dLP	0																						
3	5	150 mM	no SC	dLP	0																						
4	1	150 mM	no SC	dLP	2																						
4	2	150 mM	no SC	dLP	10.4																						
4	3	150 mM	no SC	dLP	2.7																						
4	4	150 mM	no SC	dLP	2.8																						
4	5	150 mM	no SC	dLP	0.9																						
5	1	150 mM	no SC	dLP	5.8																						
5	2	150 mM	no SC	dLP	3.7																						
5	3	150 mM	no SC	dLP	5.2																						
5	4	150 mM	no SC	dLP	8.2																						
5	5	150 mM	no SC	dLP	0																						
6	1	150 mM	no SC	dLP	2.6																						
6	2	150 mM	no SC	dLP	1																						
6	3	150 mM	no SC	dLP	2.2																						
6	4	150 mM	no SC	dLP	7.5																						
6	5	150 mM	no SC	dLP	0																						
1	1	150 mM	no SC	dD4	1.2																						
1	2	150 mM	no SC	dD4	0.3																						
1	3	150 mM	no SC	dD4	0.7																						
1	4	150 mM	no SC	dD4	0																						
1	5	150 mM	no SC	dD4	0																						
2	1	150 mM	no SC	dD4	0.5																						
2	2	150 mM	no SC	dD4	0.4																						
2	3	150 mM	no SC	dD4	0																						
2	4	150 mM	no SC	dD4	0																						
2	5	150 mM	no SC	dD4	0																						
3	1	150 mM	no SC	dD4	0.4																						
3	2	150 mM	no SC	dD4	0.4																						
3	3	150 mM	no SC	dD4	0.2																						
3	4	150 mM	no SC	dD4	0.3																						
3	5	150 mM	no SC	dD4	0																						
4	1	150 mM	no SC	dD4	0.3																						
4	2	150 mM	no SC	dD4	0.1																						
4	3	150 mM	no SC	dD4	0																						
4	4	150 mM	no SC	dD4	0																						
4	5	150 mM	no SC	dD4	0																						
5	1	150 mM	no SC	dD4	1.3																						
5	2	150 mM	no SC	dD4	0.4																						
5	3	150 mM	no SC	dD4	0																						
5	4	150 mM	no SC	dD4	0																						
5	5	150 mM	no SC	dD4	0																						
6	1	150 mM	no SC	dD4	0.5																						
6	2	150 mM	no SC	dD4	1.1																						
6	3	150 mM	no SC	dD4	0.4																						
6	4	150 mM	no SC	dD4	0.6																						
6	5	150 mM	no SC	dD4	0																						
1	1	150 mM	MSC	HK	2.8																						
1	2	150 mM	MSC	HK	3.2																						
1	3	150 mM	MSC	HK	34.7																						
1	4	150 mM	MSC	HK	25.4																						
1	5	150 mM	MSC	HK	1.1																						
2	1	150 mM	MSC	HK	16																						
2	2	150 mM	MSC	HK	8																						
2	3	150 mM	MSC	HK	20.3																						
2	4	150 mM	MSC	HK	6.3																						
2	5	150 mM	MSC	HK	0																						
3	1	150 mM	MSC	HK	6.7																						
3	2	150 mM	MSC	HK	13.2																						
3	3	150 mM	MSC	HK	6.7																						
3	4	150 mM	MSC	HK	0																						
3	5	150 mM	MSC	HK	0																						
4	1	150 mM	MSC	HK	9.1																						
4	2	150 mM	MSC	HK	4.4																						
4	3	150 mM	MSC	HK	31.2																						
4	4	150 mM	MSC	HK	9.1																						
4	5	150 mM	MSC	HK	5.4																						
5	1	150 mM	MSC	HK	4.1																						
5	2	150 mM	MSC	HK	0																						
5	3	150 mM	MSC	HK	0																						
5	4	150 mM	MSC	HK	0																						
5	5	150 mM	MSC	HK	0																						
6	1	150 mM	MSC	HK	17.4																						
6	2	150 mM	MSC	HK	10.3																						
6	3	150 mM	MSC	HK	0																						
6	4	150 mM	MSC	HK	0																						
6	5	150 mM	MSC	HK	0																						
1	1	150 mM	MSC	WT	0.6																						
1	2	150 mM	MSC	WT	0.5																						
1	3	150 mM	MSC	WT	0																						
1	4	150 mM	MSC	WT	0																						
1	5	150 mM	MSC	WT	0																						
2	1	150 mM	MSC	WT	0.8																						
2	2	150 mM	MSC	WT	0																						
2	3	150 mM	MSC	WT	0																						
2	4	150 mM	MSC	WT	0																						
2	5	150 mM	MSC	WT	0																						
3	1	150 mM	MSC	WT	0.6																						
3	2	150 mM	MSC	WT	1.4																						
3	3	150 mM	MSC	WT	1.1																						
3	4	150 mM	MSC	WT	0																						
3	5	150 mM	MSC	WT	0																						
4	1	150 mM	MSC	WT	0.7																						
4	2	150 mM	MSC	WT	4.1																						
4	3	150 mM	MSC	WT	17.2																						
4	4	150 mM	MSC	WT	0																						
4	5	150 mM	MSC	WT	0																						
5	1	150 mM	MSC	WT	2.2																						
5	2	150 mM	MSC	WT	0.2																						
5	3	150 mM	MSC	WT	1.6																						
5	4	150 mM	MSC	WT	0.5																						
5	5	150 mM	MSC	WT	0.9																						
6	1	150 mM	MSC	WT	0.7																						
6	2	150 mM	MSC	WT	0.8																						
6	3	150 mM	MSC	WT	0.4																						
6	4	150 mM	MSC	WT	0																						
6	5	150 mM	MSC	WT	0																						
1	1	150 mM	MSC	dLP	1																						
1	2	150 mM	MSC	dLP	1.8																						
1	3	150 mM	MSC	dLP	0.9																						
1	4	150 mM	MSC	dLP	1.2																						
1	5	150 mM	MSC	dLP	17.5																						
2	1	150 mM	MSC	dLP	1.6																						
2	2	150 mM	MSC	dLP	14.5																						
2	3	150 mM	MSC	dLP	10.2																						
2	4	150 mM	MSC	dLP	0																						
2	5	150 mM	MSC	dLP	0																						
3	1	150 mM	MSC	dLP	19.1																						
3	2	150 mM	MSC	dLP	10.8																						
3	3	150 mM	MSC	dLP	19.3																						
3	4	150 mM	MSC	dLP	33.6																						
3	5	150 mM	MSC	dLP	4.3																						
4	1	150 mM	MSC	dLP	13.4																						
4	2	150 mM	MSC	dLP	16.6																						
4	3	150 mM	MSC	dLP	7.1																						
4	4	150 mM	MSC	dLP	0																						
4	5	150 mM	MSC	dLP	0																						
5	1	150 mM	MSC	dLP	1.6																						
5	2	150 mM	MSC	dLP	14.5																						
5	3	150 mM	MSC	dLP	12.2																						
5	4	150 mM	MSC	dLP	0																						
5	5	150 mM	MSC	dLP	0																						
6	1	150 mM	MSC	dLP	2.3																						
6	2	150 mM	MSC	dLP	23.3																						
6	3	150 mM	MSC	dLP	9.8																						
6	4	150 mM	MSC	dLP	31.8																						
6	5	150 mM	MSC	dLP	0																						
1	1	150 mM	MSC	dD4	1.6																						
1	2	150 mM	MSC	dD4	0																						
1	3	150 mM	MSC	dD4	0																						
1	4	150 mM	MSC	dD4	0																						
1	5	150 mM	MSC	dD4	0																						
2	1	150 mM	MSC	dD4	1.3																						
2	2	150 mM	MSC	dD4	1.1																						
2	3	150 mM	MSC	dD4	1.3																						
2	4	150 mM	MSC	dD4	1.1																						
2	5	150 mM	MSC	dD4	0																						
3	1	150 mM	MSC	dD4	0.5																						
3	2	150 mM	MSC	dD4	1.4																						
3	3	150 mM	MSC	dD4	1.7																						
3	4	150 mM	MSC	dD4	0																						
3	5	150 mM	MSC	dD4	0																						
4	1	150 mM	MSC	dD4	1.5																						
4	2	150 mM	MSC	dD4	1.1																						
4	3	150 mM	MSC	dD4	1.3																						
4	4	150 mM	MSC	dD4	0																						
4	5	150 mM	MSC	dD4	0																						
5	1	150 mM	MSC	dD4	0.9																						
5	2	150 mM	MSC	dD4	0.3																						
5	3	150 mM	MSC	dD4	0.9																						
5	4	150 mM	MSC	dD4	0																						
5	5	150 mM	MSC	dD4	0																						
6	1	150 mM	MSC	dD4	0.9																						
6	2	150 mM	MSC	dD4	0.4																						
6	3	150 mM	MSC	dD4	0.7																						
6	4	150 mM	MSC	dD4	0.3																						
6	5	150 mM	MSC	dD4	0																						
